Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
20f5e96e-b358-51c5-b169-a186cd0b8df8,1998-12-09,,999-41-1011,,,,Ubaldo,,Ulrich,,,S,asian,hispanic,M,Springfield  MA  US,39 Pine St,Springfield,MA,Springfield County,25013,01103,42.488258,-72.400666,22938.88,640.91,150226
a3bbf225-90f3-5bd9-9071-65c2a8c30bed,1964-02-08,,999-60-3552,,,,Vera,,Vance,,,M,other,nonhispanic,F,Worcester  MA  US,689 Maple St,Worcester,MA,Worcester County,25013,01608,42.675110,-72.594549,72724.71,9357.64,176588
3678f73b-941c-5aa6-9820-878d8a748ef7,2000-05-13,,999-11-1948,,,,Wren,,Weiss,,,S,black,nonhispanic,M,Lowell  MA  US,419 Cedar St,Lowell,MA,Lowell County,25013,01852,42.313415,-72.776771,53361.41,14848.89,33878
1a3df0a9-18eb-51a1-b287-9a0bb7dfe16a,2000-12-31,,999-73-6881,,,,Xiulan,,Yun,,,S,white,hispanic,F,Quincy  MA  US,250 Pine St,Quincy,MA,Quincy County,25013,02169,42.046576,-72.978229,59462.39,8448.97,112418
9b476b07-2c71-59b9-b9de-b0ab7d1b25ec,1997-06-19,,999-57-7826,,,,Yosef,,Abbott,,,M,other,nonhispanic,M,Springfield  MA  US,45 Oak St,Springfield,MA,Springfield County,25013,01103,42.683583,-72.583055,57846.65,3486.76,72277
5aba8463-d312-5e2b-83e7-7a6c7430f3dc,1956-02-22,,999-68-7501,,,,Zara,,Bell,,,S,other,nonhispanic,F,Worcester  MA  US,585 Oak St,Worcester,MA,Worcester County,25013,01608,42.465441,-72.407523,68165.82,35501.86,166747
20cd0054-fefa-565f-8742-022e284644c2,1960-03-10,,999-44-4268,,,,Aaron,,Cortez,,,S,black,nonhispanic,M,Lowell  MA  US,150 Maple St,Lowell,MA,Lowell County,25013,01852,42.750791,-72.082714,54879.15,8754.09,179595
94974c09-8701-50c9-a226-9796980589a8,1956-04-27,,999-15-1199,,,,Beatriz,,Dunn,,,S,white,hispanic,F,Quincy  MA  US,443 Maple St,Quincy,MA,Quincy County,25013,02169,42.380117,-72.799753,14576.82,23477.74,99307
3cb9e70a-6595-567d-98a4-b958f295e938,1998-03-22,,999-79-3321,,,,Chen,,Ellis,,,M,white,nonhispanic,M,Springfield  MA  US,883 Oak St,Springfield,MA,Springfield County,25013,01103,42.622898,-72.517350,78315.03,9901.43,46975
b8e26240-336f-54a6-bdd0-f8bf8553118a,2005-11-18,,999-71-4597,,,,Dara,,Fowler,,,S,other,hispanic,F,Worcester  MA  US,850 Pine St,Worcester,MA,Worcester County,25013,01608,42.288381,-72.769863,22175.12,35674.89,34768
986482cf-1014-50ed-bc56-3816115803ae,1943-07-14,,999-40-1779,,,,Emeka,,Garza,,,S,white,nonhispanic,M,Lowell  MA  US,611 Oak St,Lowell,MA,Lowell County,25013,01852,42.111249,-72.823320,86607.09,15042.66,65067
c58e154f-3692-5622-975c-13c4e6ab826a,1953-03-08,,999-41-3271,,,,Fatima,,Hahn,,,S,asian,hispanic,F,Quincy  MA  US,761 Oak St,Quincy,MA,Quincy County,25013,02169,42.173977,-72.615847,39418.71,27840.59,137015
8e71eddf-249b-5b29-9dbb-bbf856056d4e,1988-12-02,,999-63-6856,,,,Gustav,,Iverson,,,S,asian,nonhispanic,M,Springfield  MA  US,560 Oak St,Springfield,MA,Springfield County,25013,01103,42.384514,-72.252844,85698.18,26021.96,35886
757215f3-c198-5bd4-8b0d-d29927b29d56,1962-11-02,,999-32-7243,,,,Hana,,Jain,,,S,asian,hispanic,F,Worcester  MA  US,234 Maple St,Worcester,MA,Worcester County,25013,01608,42.586098,-72.058926,72009.82,9071.92,66820
16c9f836-4d6f-502a-bc9f-edc12052c49c,1963-02-19,,999-46-5985,,,,Idris,,Koch,,,M,asian,hispanic,M,Lowell  MA  US,480 Maple St,Lowell,MA,Lowell County,25013,01852,42.492834,-72.749639,67426.95,15288.12,90834
16bbe752-411b-548c-96f9-6ce099945fe9,1966-10-22,,999-83-9929,,,,Jolene,,Lam,,,M,white,nonhispanic,F,Quincy  MA  US,22 Oak St,Quincy,MA,Quincy County,25013,02169,42.437086,-72.716151,50281.49,4161.85,127120
596d7075-26d3-55dd-bf50-2af9285b9fd4,2001-04-26,,999-39-3596,,,,Kwame,,Marsh,,,M,asian,hispanic,M,Springfield  MA  US,277 Pine St,Springfield,MA,Springfield County,25013,01103,42.709815,-72.295863,59517.64,21540.00,110098
06705828-a6f7-58a3-98ef-a048c553dfc7,1969-03-14,,999-41-3245,,,,Lucia,,Novak,,,S,asian,hispanic,F,Worcester  MA  US,79 Maple St,Worcester,MA,Worcester County,25013,01608,42.399858,-72.028651,31593.01,12789.85,139019
23ebad5a-468c-58f5-9e07-490c95fab59f,1985-12-05,,999-63-1649,,,,Mateo,,Ortiz,,,S,black,hispanic,M,Lowell  MA  US,614 Oak St,Lowell,MA,Lowell County,25013,01852,42.569706,-72.151729,47192.31,27142.46,100657
79406069-f6b9-5b65-ab0a-409878e4bfd8,1942-10-02,,999-30-2299,,,,Nadia,,Pike,,,M,white,hispanic,F,Quincy  MA  US,932 Maple St,Quincy,MA,Quincy County,25013,02169,42.195351,-72.243202,43573.13,39050.81,105169
61b1f056-5701-597c-b1ca-b9ab4be4b998,1986-05-05,,999-11-6728,,,,Omar,,Quintero,,,M,white,hispanic,M,Springfield  MA  US,149 Pine St,Springfield,MA,Springfield County,25013,01103,42.565252,-72.469299,10284.52,24422.32,24677
a4933bb8-aa4b-52d3-a420-261811d5796b,1942-01-27,,999-75-2131,,,,Priya,,Reyes,,,M,other,hispanic,F,Worcester  MA  US,939 Oak St,Worcester,MA,Worcester County,25013,01608,42.884669,-72.331507,39059.93,12565.70,141764
1789cd34-d5de-594c-bc4a-4ebc561f1ab0,1948-06-05,,999-36-2696,,,,Quinn,,Silva,,,M,black,hispanic,M,Lowell  MA  US,460 Cedar St,Lowell,MA,Lowell County,25013,01852,42.447809,-72.960071,40716.16,1873.90,103734
efd4d1b3-7bec-5097-802e-43ec8eaf3bd3,2004-05-15,,999-67-5546,,,,Rosa,,Tran,,,S,white,nonhispanic,F,Quincy  MA  US,467 Pine St,Quincy,MA,Quincy County,25013,02169,42.616219,-72.319251,62568.24,19257.64,84044
69379ff2-3923-576e-b0d6-b32f685e2a5f,1954-06-23,,999-72-2668,,,,Samir,,Ulrich,,,M,asian,nonhispanic,M,Springfield  MA  US,961 Cedar St,Springfield,MA,Springfield County,25013,01103,42.659263,-72.827098,83076.76,16416.69,169642
4d713006-eeb8-5f2f-b05d-43d26c1c0180,1952-01-26,,999-63-9554,,,,Tova,,Vance,,,M,other,hispanic,F,Worcester  MA  US,467 Pine St,Worcester,MA,Worcester County,25013,01608,42.127978,-72.768552,68135.88,583.17,63504
93d9d4fe-821f-589a-a2fe-d10c24892b56,1963-08-16,,999-31-2975,,,,Ubaldo,,Weiss,,,S,white,nonhispanic,M,Lowell  MA  US,740 Oak St,Lowell,MA,Lowell County,25013,01852,42.998825,-72.349289,69658.58,12963.08,81276
6f371747-2aeb-5908-9230-c86f83dd8f99,1986-02-27,,999-80-7581,,,,Vera,,Yun,,,S,black,nonhispanic,F,Quincy  MA  US,685 Maple St,Quincy,MA,Quincy County,25013,02169,42.282226,-72.550657,89373.84,6405.43,65320
b9c971fc-7138-5ba7-9f8e-a86a19ca787e,1981-11-01,,999-15-8477,,,,Wren,,Abbott,,,S,black,nonhispanic,M,Springfield  MA  US,710 Maple St,Springfield,MA,Springfield County,25013,01103,42.030800,-72.343931,78272.84,4541.81,179307
07fa9dd7-98f2-57f8-9c7c-ae6eb7cc6b4b,1943-03-20,,999-80-2992,,,,Xiulan,,Bell,,,S,other,hispanic,F,Worcester  MA  US,515 Pine St,Worcester,MA,Worcester County,25013,01608,42.594371,-72.628782,9081.16,6357.94,47329
